Paperid,Method Originality,Method Maturity,Method Popularity,Method Application Variety,Question Novelty,Question Diversity,Question Prevalence,Innovation Score,Novelty Score,Impact Score,Interdisciplinarity Score
26754,0.9339430615800979,0.11934260429835646,0.15027932960893847,0.17932216275990506,0.70554769,0.1,0.10530204692960558,0.7637467652495379,0.5666096105148098,0.394157416052839,0.1
20687,0.9997308908803374,0.10056890012642221,0.10502793296089381,0.1,0.485583243,0.1,0.10817773339990017,0.6845841035120148,0.5653639373608654,0.36046735597491464,0.1
5006,0.8614310135857575,0.11820480404551197,0.13016759776536313,0.23121273467237258,0.770093387,0.1,1,0.7596561922365989,0.5641032172315603,0.29462687014008276,0.1
1889,0.9140195747887613,0.12048040455120093,0.14525139664804465,0.6864800259218111,0.488788912,0.55,1,0.5395304990757857,0.5618177575040646,0.4198347505885561,0.633021632
1889,0.9140195747887613,0.12048040455120093,0.14525139664804465,0.6864800259218111,0.358269429,0.55,1,0.4725147874306839,0.5618177575040646,0.4198347505885561,0.633021632
1889,0.9140195747887613,0.12048040455120093,0.14525139664804465,0.6864800259218111,0.680284715,0.55,0.1031452820768846,0.6378548983364141,0.5618177575040646,0.4198347505885561,0.633021632
1889,0.9140195747887613,0.12048040455120093,0.14525139664804465,0.6864800259218111,0.703731352,0.55,1,0.6498937153419594,0.5618177575040646,0.4198347505885561,0.633021632
23522,0.8295775191556132,0.1011378002528445,0.10502793296089381,0.1,0.52807174,0.1,0.10539191213180228,0.5163438077634012,0.5563947531944569,0.3699188208251071,0.9304699338999999
3662,0.9955454243897471,0.10227560050568897,0.12011173184357543,0.1,0.754996681,0.1,0.10350474288567149,0.8207661737523106,0.5561188119543947,0.3113712292937774,0.9118761940000001
2752,0.9955454243897471,0.1,0.1,0.1000000000002446,0.525003213,0.24999999999999994,1,0.24285489833641405,0.5509371746549468,0.1,0.1
2752,0.9955454243897471,0.1,0.1,0.1000000000002446,0.457834584,0.24999999999999994,1,0.20836691312384475,0.5509371746549468,0.1,0.1
6393,0.8944611745687951,0.31163084702907706,0.2860335195530726,0.792526743526697,0.602689239,0.1,1,0.5366256931608133,0.5504160488687287,0.1,0.1
5002,0.9970909009589987,0.10227560050568897,0.12011173184357543,0.1,0.649760962,0.1,1,0.7675258780036969,0.547496523124896,0.44058780561426447,0.1
14739,0.8883554925049818,0.27010113780025286,0.37150837988826824,0.2854658025280561,0.599011475,0.1,1,0.685637707948244,0.5472466249869081,0.4730111064302941,0.1
26316,0.9930055796509203,0.1,0.1,0.1000000000002446,0.733594048,0.1,0.10341487768347479,0.349956561922366,0.5406603474655064,0.2505839023573957,0.1
26403,0.9930055796509203,0.10056890012642221,0.10502793296089381,0.1,0.926722378,0.1,0.10925611582626056,0.9076349353049908,0.5384876014181637,0.5957946748548741,0.1
28570,0.9005684013404764,0.1284450063211125,0.14525139664804465,0.1282551244720768,0.483581161,0.1,0.10098851722416372,0.6326404805914972,0.5351702133577323,0.45390527692584204,0.88656474
5884,0.9978774980299144,0.10227560050568897,0.12011173184357543,0.1,0.501607323,0.1,0.11042436345481775,0.6918595194085028,0.5338830004077636,0.3113712292937774,0.1
20815,0.998006159489587,0.10341340075853345,0.13016759776536313,0.1,0.649633986,0.1,0.102426360459311,0.7679306839186693,0.5333906126538135,0.4198347505885561,0.9104574933999999
5139,0.971902731493352,0.10227560050568897,0.11508379888268153,0.1,0.663769066,0.1,0.1030554168746879,0.7617855822550832,0.5309273281096372,0.5059980994338602,0.1
3945,0.9890707774490811,0.10455120101137792,0.12513966480446923,0.1,0.90002957,0.1,1,0.8919094269870611,0.524958723854786,0.3699188208251071,0.861912883
3409,0.9640881927494191,0.10398230088495573,0.12513966480446923,0.1,0.538665742,0.1,0.10062905641537692,0.6935388170055453,0.5225794115771518,0.3113712292937774,0.8121256200999999
6014,0.9983770589421963,0.10227560050568897,0.12011173184357543,0.1,0.750309092,0.1,1,0.8198133086876156,0.5190707274304133,0.38666318096614877,0.1
9260,0.9211599314988633,0.10227560050568897,0.11508379888268153,0.1,0.550918716,0.1,0.10341487768347479,0.6777883548983364,0.5175778476873318,0.5599227240819759,0.1
21527,0.9211599314988633,0.1,0.1,0.1000000000002446,0.603881642,0.1,0.102426360459311,0.2833558225508318,0.5151924726620972,0.3786133262408177,0.1
441,0.8993376384118618,0.1062579013906447,0.13016759776536313,0.20840337513094548,0.497966412,0.1,0.13855217174238638,0.6393946395563771,0.5143933802114932,0.17529195068502434,0.852649938
27415,0.6866221256350628,0.11080910240202271,0.13519553072625695,0.20378625237358355,0.62467764,0.1,0.13855217174238638,0.595235674676525,0.5143933802114932,0.17529195068502434,0.852649938
2998,0.9984827257450345,0.10056890012642221,0.10502793296089381,0.1,0.669080698,0.1,1,0.7781598890942699,0.5119101119315004,0.1,0.1
24070,0.9217556149221631,0.1062579013906447,0.13519553072625695,0.1,0.703302091,0.1,0.118871692461308,0.7563354898336414,0.511338242334217,0.2748224965977806,0.1
20468,0.9989110751621042,0.10341340075853345,0.13016759776536313,0.1,0.632723141,0.1,0.1020668996505242,0.7597125693160813,0.508807148341976,0.486193725891558,0.881194608
4143,0.9966724764894483,0.10170670037926668,0.11508379888268153,0.1,0.760863906,0.1,0.10548177733399898,0.8243567467652495,0.5037584316271206,0.44058780561426447,0.786324507
26089,0.9100380281472368,0.10568900126422251,0.12513966480446923,0.1,0.622402698,0.1,0.10691962056914628,0.7087809611829945,0.5025381286880376,0.45800475737782825,0.1
20726,0.9986073364173276,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.511742291,0.24999999999999994,0.10817773339990017,0.6974380776340111,0.5015769279019836,0.46576686759854197,0.1
20726,0.9986073364173276,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.537481466,0.24999999999999994,0.10817773339990017,0.7106543438077634,0.5015769279019836,0.46576686759854197,0.1
6024,0.9582868477164973,0.10170670037926668,0.11005586592178772,0.1,0.658389467,0.1,0.1038642036944583,0.7520323475046211,0.5010825214863951,0.4452107724974785,0.1
20691,0.999797529864345,0.1,0.1,0.1000000000002446,0.627950633,0.1,0.10341487768347479,0.29571349353049914,0.49837090774727955,0.29462687014008276,0.1
5417,0.9952473186510495,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.678034019,0.24999999999999994,0.11042436345481775,0.7810961182994455,0.4966620312088996,0.21933491945505842,0.1
5417,0.9952473186510495,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.800638705,0.24999999999999994,1,0.8440480591497228,0.4966620312088996,0.21933491945505842,0.1
20600,0.999797529864345,0.1,0.1,0.1000000000002446,0.662828737,0.1,0.10593110334498249,0.3136219963031423,0.49616560275033006,0.42540639895517623,0.719147197
26221,0.999797529864345,0.10056890012642221,0.10502793296089381,0.1,0.440841877,0.1,0.10125811283075381,0.6616460258780037,0.49456539918748366,0.43070614874883584,0.1
24526,0.6591577649857363,0.2763590391908976,0.23575418994413405,0.6636665003188233,0.924416536,0.1,0.10925611582626056,0.7350360443622921,0.4938963092226548,0.29462687014008276,0.1
5336,0.6093890173835512,0.11024020227560043,0.11508379888268153,0.3686998764486013,0.864917094,0.1,1,0.6789316081330868,0.48883254891378136,0.21933491945505842,0.1
4027,0.9770474344615157,0.10284450063211126,0.12011173184357543,0.1,0.793770534,0.1,1,0.8311765249537892,0.4866858459685127,0.21933491945505842,0.889647091
4790,0.9695456868201406,0.10568900126422251,0.12513966480446923,0.1,0.868151623,0.1,1,0.8655157116451017,0.48612879341528126,0.36046735597491464,0.1
20601,0.999797529864345,0.1,0.1,0.1000000000002446,0.595372146,0.1,1,0.27898613678373385,0.48552100043232715,0.40775305262864925,0.60613539
30302,0.999797529864345,0.1,0.1,0.1000000000002446,0.459257576,0.4,0.1047628557164253,0.20909796672828096,0.4852508953898994,0.2748224965977806,0.750132004
30302,0.999797529864345,0.1,0.1,0.1000000000002446,0.494796175,0.4,1,0.22734565619223662,0.4852508953898994,0.2748224965977806,0.750132004
30302,0.999797529864345,0.1,0.1,0.1000000000002446,0.541311607,0.4,0.10718921617573637,0.25122920517560077,0.4852508953898994,0.2748224965977806,0.750132004
3187,0.9384668963188558,0.10682680151706699,0.13016759776536313,0.1,0.851676315,0.1,1,0.8410988909426986,0.48492981998644014,0.4892537402801655,0.923519451
20688,0.999797529864345,0.1,0.1,0.1000000000002446,0.461197859,0.1,0.12336495257114327,0.21009426987060992,0.4842917132654837,0.3699188208251071,0.765724139
6314,0.8444433314036296,0.3264222503160556,0.2558659217877095,0.2600387189818879,0.675731504,0.1,0.11554667998002992,0.7024833641404806,0.4834656782756267,0.1,0.1
25819,0.9987706362720375,0.10341340075853345,0.13016759776536313,0.1,0.772535485,0.1,0.102426360459311,0.8314269870609982,0.48272496470808013,0.21933491945505842,0.1
4254,0.9999864344133375,0.1011378002528445,0.11005586592178772,0.1,0.815496266,0.1,0.1015277084373439,0.8541099815157116,0.4825808180654655,0.3786133262408177,0.8641863297999999
2247,0.8980857918889571,0.13072060682680145,0.12513966480446923,0.4936382040171178,0.466218069,0.1,1,0.5197606284658041,0.4807560865794922,0.3699188208251071,0.779195023
21913,0.9479473119518732,0.10568900126422251,0.13016759776536313,0.13390614936649214,0.586877912,0.1,0.10943584623065396,0.7100055452865065,0.4802879498159439,0.40116780471479135,0.866195037
5543,0.9965277200302511,0.10170670037926668,0.11508379888268153,0.1,0.890457571,0.1,1,0.8908225508317931,0.47969968746887404,0.32587585304242,0.1
4405,0.999797529864345,0.1,0.1,0.1000000000002446,0.797145396,0.1,1,0.38258687615526804,0.47967745852145316,0.29462687014008276,0.809954247
25143,0.999797529864345,0.1,0.1,0.1000000000002446,0.690202826,0.24999999999999994,1,0.327677449168207,0.47865002399306905,0.29462687014008276,0.1
25143,0.999797529864345,0.1,0.1,0.1000000000002446,0.617266509,0.24999999999999994,1,0.290228280961183,0.47865002399306905,0.29462687014008276,0.1
20066,0.8943819457452882,0.11706700379266749,0.18044692737430168,0.502635523725964,0.601305273,0.24999999999999994,1,0.6899103512014787,0.4783835099366712,0.40116780471479135,0.1
20066,0.8943819457452882,0.11706700379266749,0.18044692737430168,0.502635523725964,0.62464599,0.24999999999999994,0.10026959560659011,0.7018946395563771,0.4783835099366712,0.40116780471479135,0.1
20717,0.9979447717231228,0.10056890012642221,0.10502793296089381,0.1,0.451182491,0.1,0.10026959560659011,0.6660036968576709,0.477659858624781,0.45390527692584204,0.1
4442,0.9960956788162395,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.907734859,0.4,0.10062905641537692,0.8994722735674676,0.47747013486286544,0.2505839023573957,0.8426473461999999
4442,0.9960956788162395,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.737097174,0.4,0.1015277084373439,0.8118576709796673,0.47747013486286544,0.2505839023573957,0.8426473461999999
4442,0.9960956788162395,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.806805801,0.4,1,0.8476497227356747,0.47747013486286544,0.2505839023573957,0.8426473461999999
22018,0.8955306856766264,0.11877370417193427,0.13016759776536313,0.2343499382243006,0.758567184,0.1,1,0.7199011090573013,0.4768313552546962,0.2505839023573957,0.860807875
20613,0.999797529864345,0.1,0.1,0.1000000000002446,0.586180994,0.1,1,0.2742670979667283,0.47605022449692747,0.2505839023573957,0.1
23521,0.9989122754545923,0.10341340075853345,0.13016759776536313,0.1,0.697203928,0.1,1,0.7928207024029574,0.47366327714730116,0.3113712292937774,0.8929364914000001
18423,0.9175326671913565,0.10967130214917824,0.12513966480446923,0.5382306232805733,0.44687615,0.1,0.11554667998002992,0.6225046210720888,0.47156170498408684,0.3699188208251071,0.1
5531,0.999797529864345,0.1,0.1,0.1000000000002446,0.643770972,0.1,0.10988517224163756,0.30383641404805917,0.4708690402974118,0.17529195068502434,0.1
5786,0.9976205978033921,0.10341340075853345,0.13016759776536313,0.1,0.780458677,0.1,0.11626560159760353,0.8349048059149723,0.4706139754676593,0.32587585304242,0.1
9245,0.9522847528021604,0.10796460176991146,0.13016759776536313,0.19840955100427937,0.667091411,0.1,0.1026060908637044,0.7534186691312386,0.4705300032011172,0.5332967080628526,0.1
20642,0.999797529864345,0.1,0.1,0.1000000000002446,0.498896709,0.1,1,0.22945101663585954,0.4702228521672166,0.32587585304242,0.808865602
9773,0.9901221973793412,0.10853350189633375,0.15530726256983238,0.18764612465611466,0.576103371,0.1,1,0.7261284658040665,0.47017457673637897,0.5483030571153185,0.1
19168,0.9996914556962024,0.1011378002528445,0.11005586592178772,0.2695307468324611,0.507464114,0.1,0.12336495257114327,0.6957985212569315,0.4696071975623043,0.1,0.1
4774,0.9997060125837102,0.1011378002528445,0.11005586592178772,0.3686998764486013,0.713451678,0.4,0.11626560159760353,0.8015711645101664,0.4690261205686371,0.2748224965977806,0.1
4774,0.9997060125837102,0.1011378002528445,0.11005586592178772,0.3686998764486013,0.773216766,0.4,0.1015277084373439,0.8322569316081331,0.4690261205686371,0.2748224965977806,0.1
4774,0.9997060125837102,0.1011378002528445,0.11005586592178772,0.3686998764486013,0.858204168,0.4,1,0.8758946395563771,0.4690261205686371,0.2748224965977806,0.1
9219,0.9847661240240199,0.10398230088495573,0.13016759776536313,0.2943230292364961,0.501899925,0.24999999999999994,1,0.6852781885397413,0.4685725776805175,0.35011444728280494,0.1
9219,0.9847661240240199,0.10398230088495573,0.13016759776536313,0.2943230292364961,0.512359816,0.24999999999999994,1,0.690648798521257,0.4685725776805175,0.35011444728280494,0.1
24161,0.999797529864345,0.1,0.1,0.1000000000002446,0.453103435,0.1,1,0.20593807763401106,0.46797982491023876,0.6182076240509189,0.1
3202,0.9977572301927773,0.10455120101137792,0.14022346368715083,0.1,0.822798955,0.1,0.10709935097353968,0.8567144177449169,0.46794592356754927,0.38666318096614877,0.821302908
5779,0.9964996842769184,0.10284450063211126,0.12513966480446923,0.1,0.537371737,0.1,1,0.7095157116451016,0.46729434557696636,0.47645975539981567,0.1
10819,0.8832554738558712,0.1011378002528445,0.10502793296089381,0.1,0.38430932,0.1,0.12686969545681476,0.5727800369685767,0.4664391194549092,0.47645975539981567,0.8547164775999999
21137,0.9960908179629199,0.10170670037926668,0.11508379888268153,0.1,0.488826624,0.1,1,0.6843798521256932,0.4663288775363269,0.40775305262864925,0.1
25843,0.999797529864345,0.1,0.1,0.1000000000002446,0.721251756,0.1,0.10134797803295051,0.3436192236598891,0.46594920346252955,0.2748224965977806,0.1
4140,0.9990257631309634,0.1011378002528445,0.11005586592178772,0.1,0.691779804,0.1,0.11042436345481775,0.7900942698706099,0.4655594225551696,0.4139617895951412,0.8778911851000001
5226,0.8901828620029299,0.1216182048040455,0.11005586592178772,0.1,0.695132941,0.1,0.10575137294058909,0.6845850277264326,0.4645667888066538,0.5033805438593488,0.1
28292,0.9942130735298026,0.1011378002528445,0.11005586592178772,0.2695307468324611,0.607739356,0.24999999999999994,0.12336495257114327,0.7444722735674677,0.4645436638033969,0.3699188208251071,0.559655712
28292,0.9942130735298026,0.1011378002528445,0.11005586592178772,0.2695307468324611,0.379052231,0.24999999999999994,1,0.6270526802218115,0.4645436638033969,0.3699188208251071,0.559655712
21566,0.8630659751463876,0.1438053097345132,0.14022346368715083,0.1565102489441537,0.493676916,0.1,1,0.5672236598890943,0.46407462760266976,0.1,0.820600219
20570,0.999797529864345,0.1,0.1,0.1000000000002446,0.51578505,0.1,0.10817773339990017,0.23812199630314235,0.46404970372505505,0.3699188208251071,0.840777603
27743,0.9968332083431487,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.614453435,0.4,1,0.7492652495378928,0.46322254612939584,0.1,0.1
27743,0.9968332083431487,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.680135638,0.4,0.11042436345481775,0.7829898336414047,0.46322254612939584,0.1,0.1
27743,0.9968332083431487,0.10170670037926668,0.11508379888268153,0.3686998764486013,0.755860513,0.4,1,0.8218706099815157,0.46322254612939584,0.1,0.1
20597,0.8984835461261393,0.12616940581542352,0.11508379888268153,0.2695307468324611,0.49318929,0.1,1,0.48246765249537893,0.4619732786080788,0.17529195068502434,0.1
5999,0.9977893258224206,0.10227560050568897,0.12011173184357543,0.1,0.792200798,0.1,0.102426360459311,0.8410203327171903,0.46188571197416395,0.33866983792276983,0.1
3134,0.96899583861646,0.10284450063211126,0.12011173184357543,0.1,0.581051323,0.1,0.102426360459311,0.7178216266173751,0.4618282325282853,0.32587585304242,0.846861154
1480,0.9986950170279273,0.10341340075853345,0.13016759776536313,0.2695307468324611,0.695558608,0.24999999999999994,0.1023364952571143,0.7918641404805915,0.4617245030758929,0.2505839023573957,0.8477910253000001
1480,0.9986950170279273,0.10341340075853345,0.13016759776536313,0.2695307468324611,0.682988918,0.24999999999999994,0.1023364952571143,0.7854103512014787,0.4617245030758929,0.2505839023573957,0.8477910253000001
21039,0.997187034075806,0.10056890012642221,0.10502793296089381,0.1,0.390002684,0.1,1,0.6342014787430684,0.4614988525469639,0.35011444728280494,0.7660515582999999
3542,0.8569791119475199,0.10455120101137792,0.11005586592178772,0.1,0.681111211,0.1,0.11042436345481775,0.7116820702402957,0.4610179174010019,0.21933491945505842,0.8718011181999998
23593,0.8718582766622057,0.10796460176991146,0.12011173184357543,0.1,0.644265437,0.1,1,0.7004029574861368,0.4606948199545615,0.38666318096614877,0.1
25063,0.8265094353719485,0.1164981036662452,0.13519553072625695,0.2968191020085588,0.635910812,0.1,1,0.6728290203327172,0.4605477552131298,0.3786133262408177,0.1
18492,0.999797529864345,0.1,0.1,0.1000000000002446,0.374547501,0.1,0.12336495257114327,0.1656035120147875,0.4592591964887355,0.40116780471479135,0.1
8842,0.9994633562637519,0.10284450063211126,0.12513966480446923,0.1,0.76965549,0.1,1,0.8303040665434381,0.45922080134149434,0.36046735597491464,0.1
3738,0.9969845199432256,0.10170670037926668,0.11508379888268153,0.1,0.890568024,0.1,1,0.8911146025878004,0.45920508486026346,0.3699188208251071,0.868721568
7649,0.999797529864345,0.1,0.1,0.1000000000002446,0.405175579,0.1,1,0.1813290203327172,0.4589127508704149,0.32587585304242,0.1
21923,0.8697747991180466,0.1329962073324905,0.13016759776536313,0.1565102489441537,0.565891048,0.1,1,0.607746765249538,0.4573069342785574,0.3786133262408177,0.7603056243999999
4794,0.953572487547742,0.1062579013906447,0.14525139664804465,0.17872764080342346,0.761078268,0.1,1,0.8023373382624769,0.45609965289051135,0.40116780471479135,0.1
18618,0.999697529864345,0.1,0.1,0.1000000000002446,0.599372849,0.1,0.12480279580629057,0.28104066543438083,0.4560819143662994,0.17529195068502434,0.1
5218,0.9781102072384007,0.10853350189633375,0.16536312849162008,0.35613049686899484,0.573546448,0.1,0.10440339490763849,0.7186478743068392,0.4547329547158665,0.4452107724974785,0.1
4884,0.9535470811418275,0.10853350189633375,0.14525139664804465,0.17303843721351034,0.637538296,0.1,0.10718921617573637,0.7388927911275416,0.45456074292819676,0.46944936673786336,0.1
6065,0.9686811614347896,0.10568900126422251,0.12513966480446923,0.1423826867081152,0.609046423,0.1,0.10062905641537692,0.7320341959334565,0.4543377873294616,0.486193725891558,0.1
29927,0.999797529864345,0.1,0.1,0.1000000000002446,0.410913628,0.1,0.10431352970544179,0.184275415896488,0.4532072928545551,0.5059980994338602,0.8545531564000001
5091,0.9729639836531911,0.10284450063211126,0.12011173184357543,0.2343499382243006,0.685988486,0.1,0.10682975536694958,0.773739371534196,0.45310154135918157,0.21933491945505842,0.1
25087,0.999697529864345,0.1,0.1,0.1000000000002446,0.553674203,0.1,0.10134797803295051,0.25757670979667285,0.45302408155882934,0.5825755492264298,0.1
24419,0.999797529864345,0.1,0.1,0.1000000000002446,0.841811311,0.1,1,0.4055212569316081,0.45239428279707783,0.6533000801818996,0.1
28726,0.999697529864345,0.1,0.1,0.1000000000002446,0.771613503,0.1,0.10925611582626056,0.3694778188539741,0.4512772595917977,0.29462687014008276,0.763307331
21187,0.8414206433362301,0.11479140328697844,0.15027932960893847,0.15189312618679177,0.610116035,0.1,0.102426360459311,0.6672412199630314,0.451114251819169,0.29462687014008276,0.905683983
20659,0.999797529864345,0.1,0.1,0.1000000000002446,0.513392708,0.1,1,0.2368937153419593,0.45074737612778537,0.40116780471479135,0.1
20585,0.909858358146429,0.21207332490518332,0.20055865921787702,0.8097751145254585,0.66296891,0.1,1,0.575482439926063,0.44999633255805277,0.3699188208251071,0.1
3604,0.9997363092752725,0.10568900126422251,0.15027932960893847,0.1,0.762466419,0.1,1,0.8267532347504621,0.4492464115941224,0.35011444728280494,0.81725568
20643,0.999697529864345,0.1,0.1,0.1000000000002446,0.457518914,0.1,0.10593110334498249,0.20820517560073937,0.4491880360924077,0.45800475737782825,0.1
7811,0.9151168470169788,0.10341340075853345,0.11508379888268153,0.1,0.810041779,0.1,1,0.8077329020332717,0.4473983319362689,0.3113712292937774,0.1
20667,0.999797529864345,0.1,0.1,0.1000000000002446,0.637821591,0.24999999999999994,0.10188716924613081,0.30078188539741224,0.4472586757168631,0.40116780471479135,0.1
20667,0.999697529864345,0.1,0.1,0.1000000000002446,0.363084598,0.24999999999999994,1,0.15971811460258778,0.4472586757168631,0.40116780471479135,0.1
735,0.999797529864345,0.1,0.1,0.1000000000002446,0.722814411,0.1,0.1032351472790813,0.3444214417744917,0.446921883832173,0.1,0.1
25363,0.9623324627178691,0.10512010113780022,0.13016759776536313,0.13390614936649214,0.48061657,0.1,1,0.6628317929759704,0.44684846473644013,0.36046735597491464,0.1
6025,0.9327567031757459,0.11024020227560043,0.13519553072625695,0.1282551244720768,0.61976842,0.1,1,0.7190933456561922,0.44592341388602286,0.42540639895517623,0.1
23928,0.9406746046701851,0.4402022756005057,0.4368715083798883,0.3895423881069297,0.671938324,0.1,0.118871692461308,0.6472550831792976,0.44572919631955565,0.36046735597491464,0.6246226458999999
20629,0.8243609924124548,0.11080910240202271,0.12011173184357543,0.5382306232805733,0.361043477,0.24999999999999994,1,0.42790388170055454,0.4450077902192699,0.3699188208251071,0.723870465
20629,0.8243609924124548,0.11080910240202271,0.12011173184357543,0.5382306232805733,0.512815684,0.24999999999999994,1,0.5058317929759705,0.4450077902192699,0.3699188208251071,0.723870465
5882,0.8975576106270604,0.10227560050568897,0.12011173184357543,0.1,0.85711208,0.1,0.10008986520219672,0.8742301293900184,0.4447989821587167,0.32587585304242,0.1
4635,0.9980417219091817,0.1011378002528445,0.11005586592178772,0.1,0.578560141,0.1,1,0.7314556377079483,0.44392781638680534,0.32587585304242,0.8187381514000001
26903,0.9991142654672724,0.1011378002528445,0.11005586592178772,0.1,0.481290984,0.1,1,0.6820637707948244,0.4438447401760993,0.1,0.1
6112,0.9555451187033095,0.1011378002528445,0.10502793296089381,0.1,0.792822963,0.1,0.10062905641537692,0.8196497227356747,0.4429275475662975,0.3699188208251071,0.1
3112,0.8990187174552305,0.14266750948166873,0.13519553072625695,0.5382306232805733,0.95487479,0.1,1,0.7197966728280961,0.4426769765410966,0.47645975539981567,0.878203581
950,0.9998618093357708,0.10227560050568897,0.12011173184357543,0.1,0.415046966,0.1,0.10035946080878681,0.6484343807763401,0.44230471098932533,0.36046735597491464,0.1
20664,0.999697529864345,0.1,0.1,0.1000000000002446,0.434334919,0.1,0.11554667998002992,0.19630129390018491,0.44166839976138383,0.47645975539981567,0.1
24864,0.998041926010455,0.10227560050568897,0.12011173184357543,0.2695307468324611,0.755030638,0.24999999999999994,1,0.8220656192236598,0.4407646784212085,0.2748224965977806,0.1
24864,0.998041926010455,0.10227560050568897,0.12011173184357543,0.2695307468324611,0.678418863,0.24999999999999994,1,0.7827282809611831,0.4407646784212085,0.2748224965977806,0.1
21131,0.9375834791902764,0.11763590391908968,0.15027932960893847,0.17872764080342346,0.578520364,0.1,1,0.7003927911275416,0.4404121734366302,0.3113712292937774,0.1
20631,0.999797529864345,0.1,0.1,0.1000000000002446,0.502011237,0.1,0.12336495257114327,0.2310499075785582,0.44020740269935366,0.5429156723785475,0.1
25634,0.9973874233825216,0.10284450063211126,0.12513966480446923,0.1,0.579187831,0.1,1,0.731441774491682,0.440188991287929,0.42540639895517623,0.1
20753,0.999686755323416,0.10056890012642221,0.10502793296089381,0.1,0.615829274,0.1,0.1038642036944583,0.7514362292051756,0.44015239501504555,0.2748224965977806,0.1
8449,0.8115753514685016,0.12446270543615676,0.13519553072625695,0.22714806012428468,0.678119206,0.1,0.1047628557164253,0.6868327171903882,0.439986692312223,0.6512822519975963,0.1
5219,0.9870472780580851,0.10284450063211126,0.12011173184357543,0.1,0.793346584,0.1,1,0.8360933456561922,0.4399862425936336,0.4198347505885561,0.1
25627,0.9929587335419958,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.540533713,0.24999999999999994,0.10017973040439342,0.7093216266173753,0.43987690011223013,0.45390527692584204,0.1
25627,0.9929587335419958,0.10056890012642221,0.10502793296089381,0.2695307468324611,0.573049515,0.24999999999999994,1,0.7260166358595195,0.43987690011223013,0.45390527692584204,0.1
15907,0.9963901864840905,0.10170670037926668,0.11508379888268153,0.1,0.744923109,0.1,0.10071892161757362,0.8160277264325324,0.4396377783136747,0.4139617895951412,0.1
5329,0.9961757726599543,0.10170670037926668,0.11508379888268153,0.1,0.764982277,0.1,0.13855217174238638,0.8262162661737523,0.4395701954155762,0.5085540603544693,0.1
23266,0.999697529864345,0.1,0.1,0.1000000000002446,0.520644623,0.1,1,0.2406173752310536,0.4393259103065991,0.2748224965977806,0.798571192
3299,0.9993024872127005,0.10170670037926668,0.11508379888268153,0.1,0.875016201,0.1,1,0.884318853974122,0.43889908340776634,0.36046735597491464,0.867726008
3572,0.9846777022459994,0.10227560050568897,0.11508379888268153,0.1,0.852424759,0.1,0.10161757363954062,0.8652107208872458,0.4387322614804843,0.35011444728280494,0.826531143
10997,0.9998734939759035,0.1011378002528445,0.11005586592178772,0.1,0.46109741,0.1,1,0.6720850277264325,0.43846170671946705,0.1,0.60613539
